Host tax id	Host name	Host refseq id
1396	Bacillus cereus	NC_004722.1
1396	Bacillus cereus	NC_004722.1
1396	Bacillus cereus	NC_004722.1
1396	Bacillus cereus	NC_004722.1
1396	Bacillus cereus	NC_004722.1
1396	Bacillus cereus	NC_004722.1
1404	Bacillus megaterium	NZ_CP009920.1
1404	Bacillus megaterium	NZ_CP009920.1
1404	Bacillus megaterium	NZ_CP009920.1
1404	Bacillus megaterium	NZ_CP009920.1
1404	Bacillus megaterium	NZ_CP009920.1
1404	Bacillus megaterium	NZ_CP009920.1
1404	Bacillus megaterium	NZ_CP009920.1
1404	Bacillus megaterium	NZ_CP009920.1
1404	Bacillus megaterium	NZ_CP009920.1
1404	Bacillus megaterium	NZ_CP009920.1
1404	Bacillus megaterium	NZ_CP009920.1
1404	Bacillus megaterium	NZ_CP009920.1
1404	Bacillus megaterium	NZ_CP009920.1
1404	Bacillus megaterium	NZ_CP009920.1
1404	Bacillus megaterium	NZ_CP009920.1
1404	Bacillus megaterium	NZ_CP009920.1
1408	Bacillus pumilus	NZ_CP011007.1
1408	Bacillus pumilus	NZ_CP011007.1
1408	Bacillus pumilus	NZ_CP011007.1
1408	Bacillus pumilus	NZ_CP011007.1
1408	Bacillus pumilus	NZ_CP011007.1
1408	Bacillus pumilus	NZ_CP011007.1
1408	Bacillus pumilus	NZ_CP011007.1
1423	Bacillus subtilis	NC_000964.3
1423	Bacillus subtilis	NC_000964.3
1423	Bacillus subtilis	NC_000964.3
1423	Bacillus subtilis	NC_000964.3
1423	Bacillus subtilis	NC_000964.3
1423	Bacillus subtilis	NC_000964.3
1423	Bacillus subtilis	NC_000964.3
1423	Bacillus subtilis	NC_000964.3
1423	Bacillus subtilis	NC_000964.3
1423	Bacillus subtilis	NC_000964.3
1423	Bacillus subtilis	NC_000964.3
1423	Bacillus subtilis	NC_000964.3
1423	Bacillus subtilis	NC_000964.3
1423	Bacillus subtilis	NC_000964.3
817	Bacteroides fragilis	NC_006347.1
817	Bacteroides fragilis	NC_006347.1
959	Bdellovibrio bacteriovorus	NZ_CP002190.1
959	Bdellovibrio bacteriovorus	NZ_CP002190.1
959	Bdellovibrio bacteriovorus	NZ_CP002190.1
518	Bordetella bronchiseptica	NC_019382.1
1465	Brevibacillus laterosporus	NZ_CP007806.1
1465	Brevibacillus laterosporus	NZ_CP007806.1
1465	Brevibacillus laterosporus	NZ_CP007806.1
1465	Brevibacillus laterosporus	NZ_CP007806.1
1465	Brevibacillus laterosporus	NZ_CP007806.1
1465	Brevibacillus laterosporus	NZ_CP007806.1
1465	Brevibacillus laterosporus	NZ_CP007806.1
1465	Brevibacillus laterosporus	NZ_CP007806.1
2756	Brochothrix thermosphacta	
2756	Brochothrix thermosphacta	
2756	Brochothrix thermosphacta	
29459	Brucella melitensis	"NC_003318.1,NC_003317.1"
292	Burkholderia cepacia	"NZ_CP012981.1,NZ_CP012983.1,NZ_CP012982.1"
292	Burkholderia cepacia	"NZ_CP012981.1,NZ_CP012983.1,NZ_CP012982.1"
292	Burkholderia cepacia	"NZ_CP012981.1,NZ_CP012983.1,NZ_CP012982.1"
292	Burkholderia cepacia	"NZ_CP012981.1,NZ_CP012983.1,NZ_CP012982.1"
292	Burkholderia cepacia	"NZ_CP012981.1,NZ_CP012983.1,NZ_CP012982.1"
292	Burkholderia cepacia	"NZ_CP012981.1,NZ_CP012983.1,NZ_CP012982.1"
292	Burkholderia cepacia	"NZ_CP012981.1,NZ_CP012983.1,NZ_CP012982.1"
28450	Burkholderia pseudomallei	"NC_006350.1,NC_006351.1"
28450	Burkholderia pseudomallei	"NC_006350.1,NC_006351.1"
28450	Burkholderia pseudomallei	"NC_006350.1,NC_006351.1"
28450	Burkholderia pseudomallei	"NC_006350.1,NC_006351.1"
28450	Burkholderia pseudomallei	"NC_006350.1,NC_006351.1"
28450	Burkholderia pseudomallei	"NC_006350.1,NC_006351.1"
197	Campylobacter jejuni	NC_002163.1
197	Campylobacter jejuni	NC_002163.1
197	Campylobacter jejuni	NC_002163.1
197	Campylobacter jejuni	NC_002163.1
138072	Candidatus Hamiltonella defensa	
34021	Candidatus Liberibacter asiaticus	NC_020549.1
34021	Candidatus Liberibacter asiaticus	NC_020549.1
155892	Caulobacter vibrioides	
155892	Caulobacter vibrioides	
155892	Caulobacter vibrioides	
155892	Caulobacter vibrioides	
155892	Caulobacter vibrioides	
155892	Caulobacter vibrioides	
155892	Caulobacter vibrioides	
76594	Cellulophaga baltica	NZ_CP009976.1
76594	Cellulophaga baltica	NZ_CP009976.1
76594	Cellulophaga baltica	NZ_CP009976.1
76594	Cellulophaga baltica	NZ_CP009976.1
76594	Cellulophaga baltica	NZ_CP009976.1
76594	Cellulophaga baltica	NZ_CP009976.1
76594	Cellulophaga baltica	NZ_CP009976.1
76594	Cellulophaga baltica	NZ_CP009976.1
76594	Cellulophaga baltica	NZ_CP009976.1
76594	Cellulophaga baltica	NZ_CP009976.1
76594	Cellulophaga baltica	NZ_CP009976.1
76594	Cellulophaga baltica	NZ_CP009976.1
76594	Cellulophaga baltica	NZ_CP009976.1
76594	Cellulophaga baltica	NZ_CP009976.1
76594	Cellulophaga baltica	NZ_CP009976.1
76594	Cellulophaga baltica	NZ_CP009976.1
76594	Cellulophaga baltica	NZ_CP009976.1
76594	Cellulophaga baltica	NZ_CP009976.1
76594	Cellulophaga baltica	NZ_CP009976.1
76594	Cellulophaga baltica	NZ_CP009976.1
76594	Cellulophaga baltica	NZ_CP009976.1
76594	Cellulophaga baltica	NZ_CP009976.1
76594	Cellulophaga baltica	NZ_CP009976.1
76594	Cellulophaga baltica	NZ_CP009976.1
76594	Cellulophaga baltica	NZ_CP009976.1
76594	Cellulophaga baltica	NZ_CP009976.1
76594	Cellulophaga baltica	NZ_CP009976.1
83554	Chlamydia psittaci	NC_017287.1
83554	Chlamydia psittaci	NC_017287.1
83554	Chlamydia psittaci	NC_017287.1
546	Citrobacter freundii	NZ_CP007557.1
546	Citrobacter freundii	NZ_CP007557.1
546	Citrobacter freundii	NZ_CP007557.1
546	Citrobacter freundii	NZ_CP007557.1
546	Citrobacter freundii	NZ_CP007557.1
546	Citrobacter freundii	NZ_CP007557.1
546	Citrobacter freundii	NZ_CP007557.1
546	Citrobacter freundii	NZ_CP007557.1
546	Citrobacter freundii	NZ_CP007557.1
546	Citrobacter freundii	NZ_CP007557.1
546	Citrobacter freundii	NZ_CP007557.1
546	Citrobacter freundii	NZ_CP007557.1
28447	Clavibacter michiganensis	NC_010407.1
1496	Clostridioides difficile	NC_009089.1
1496	Clostridioides difficile	NC_009089.1
1496	Clostridioides difficile	NC_009089.1
1496	Clostridioides difficile	NC_009089.1
1496	Clostridioides difficile	NC_009089.1
1496	Clostridioides difficile	NC_009089.1
1496	Clostridioides difficile	NC_009089.1
1496	Clostridioides difficile	NC_009089.1
1496	Clostridioides difficile	NC_009089.1
1496	Clostridioides difficile	NC_009089.1
1496	Clostridioides difficile	NC_009089.1
1496	Clostridioides difficile	NC_009089.1
1496	Clostridioides difficile	NC_009089.1
1496	Clostridioides difficile	NC_009089.1
1496	Clostridioides difficile	NC_009089.1
1496	Clostridioides difficile	NC_009089.1
1496	Clostridioides difficile	NC_009089.1
1496	Clostridioides difficile	NC_009089.1
1491	Clostridium botulinum	NC_015425.1
1502	Clostridium perfringens	NC_008261.1
1502	Clostridium perfringens	NC_008261.1
1502	Clostridium perfringens	NC_008261.1
1502	Clostridium perfringens	NC_008261.1
1502	Clostridium perfringens	NC_008261.1
1502	Clostridium perfringens	NC_008261.1
1502	Clostridium perfringens	NC_008261.1
1502	Clostridium perfringens	NC_008261.1
1502	Clostridium perfringens	NC_008261.1
1502	Clostridium perfringens	NC_008261.1
1502	Clostridium perfringens	NC_008261.1
1502	Clostridium perfringens	NC_008261.1
1513	Clostridium tetani	NC_004557.1
1513	Clostridium tetani	NC_004557.1
1513	Clostridium tetani	NC_004557.1
1513	Clostridium tetani	NC_004557.1
1513	Clostridium tetani	NC_004557.1
1513	Clostridium tetani	NC_004557.1
1513	Clostridium tetani	NC_004557.1
1519	Clostridium tyrobutyricum	NZ_CP014170.1
1718	Corynebacterium glutamicum	NC_003450.3
28141	Cronobacter sakazakii	NZ_CP011047.1
28141	Cronobacter sakazakii	NZ_CP011047.1
28141	Cronobacter sakazakii	NZ_CP011047.1
28141	Cronobacter sakazakii	NZ_CP011047.1
28141	Cronobacter sakazakii	NZ_CP011047.1
28141	Cronobacter sakazakii	NZ_CP011047.1
28141	Cronobacter sakazakii	NZ_CP011047.1
28141	Cronobacter sakazakii	NZ_CP011047.1
28141	Cronobacter sakazakii	NZ_CP011047.1
28141	Cronobacter sakazakii	NZ_CP011047.1
28141	Cronobacter sakazakii	NZ_CP011047.1
28141	Cronobacter sakazakii	NZ_CP011047.1
28141	Cronobacter sakazakii	NZ_CP011047.1
28141	Cronobacter sakazakii	NZ_CP011047.1
28141	Cronobacter sakazakii	NZ_CP011047.1
28141	Cronobacter sakazakii	NZ_CP011047.1
80866	Delftia acidovorans	NC_010002.1
1089444	Dickeya solani	NZ_CM001859.1
215813	Dinoroseobacter shibae	NC_009952.1
215813	Dinoroseobacter shibae	NC_009952.1
67780	Edwardsiella ictaluri	NC_012779.2
67780	Edwardsiella ictaluri	NC_012779.2
67780	Edwardsiella ictaluri	NC_012779.2
67780	Edwardsiella ictaluri	NC_012779.2
550	Enterobacter cloacae	NC_014121.1
550	Enterobacter cloacae	NC_014121.1
550	Enterobacter cloacae	NC_014121.1
550	Enterobacter cloacae	NC_014121.1
550	Enterobacter cloacae	NC_014121.1
550	Enterobacter cloacae	NC_014121.1
1351	Enterococcus faecalis	NC_004668.1
1351	Enterococcus faecalis	NC_004668.1
1351	Enterococcus faecalis	NC_004668.1
1351	Enterococcus faecalis	NC_004668.1
1351	Enterococcus faecalis	NC_004668.1
1351	Enterococcus faecalis	NC_004668.1
1351	Enterococcus faecalis	NC_004668.1
1351	Enterococcus faecalis	NC_004668.1
1351	Enterococcus faecalis	NC_004668.1
1351	Enterococcus faecalis	NC_004668.1
1351	Enterococcus faecalis	NC_004668.1
1351	Enterococcus faecalis	NC_004668.1
1351	Enterococcus faecalis	NC_004668.1
1351	Enterococcus faecalis	NC_004668.1
1351	Enterococcus faecalis	NC_004668.1
1351	Enterococcus faecalis	NC_004668.1
1351	Enterococcus faecalis	NC_004668.1
1351	Enterococcus faecalis	NC_004668.1
1351	Enterococcus faecalis	NC_004668.1
1351	Enterococcus faecalis	NC_004668.1
1351	Enterococcus faecalis	NC_004668.1
1351	Enterococcus faecalis	NC_004668.1
1351	Enterococcus faecalis	NC_004668.1
1351	Enterococcus faecalis	NC_004668.1
1351	Enterococcus faecalis	NC_004668.1
1351	Enterococcus faecalis	NC_004668.1
1351	Enterococcus faecalis	NC_004668.1
1352	Enterococcus faecium	NC_017960.1
1352	Enterococcus faecium	NC_017960.1
1352	Enterococcus faecium	NC_017960.1
1352	Enterococcus faecium	NC_017960.1
552	Erwinia amylovora	NC_013961.1
552	Erwinia amylovora	NC_013961.1
552	Erwinia amylovora	NC_013961.1
552	Erwinia amylovora	NC_013961.1
552	Erwinia amylovora	NC_013961.1
552	Erwinia amylovora	NC_013961.1
552	Erwinia amylovora	NC_013961.1
552	Erwinia amylovora	NC_013961.1
552	Erwinia amylovora	NC_013961.1
552	Erwinia amylovora	NC_013961.1
552	Erwinia amylovora	NC_013961.1
552	Erwinia amylovora	NC_013961.1
552	Erwinia amylovora	NC_013961.1
552	Erwinia amylovora	NC_013961.1
552	Erwinia amylovora	NC_013961.1
552	Erwinia amylovora	NC_013961.1
552	Erwinia amylovora	NC_013961.1
552	Erwinia amylovora	NC_013961.1
552	Erwinia amylovora	NC_013961.1
552	Erwinia amylovora	NC_013961.1
552	Erwinia amylovora	NC_013961.1
1648	Erysipelothrix rhusiopathiae	NC_015601.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
562	Escherichia coli	NC_011751.1
996	Flavobacterium columnare	NC_016510.2
96345	Flavobacterium psychrophilum	NC_009613.3
96345	Flavobacterium psychrophilum	NC_009613.3
96345	Flavobacterium psychrophilum	NC_009613.3
96345	Flavobacterium psychrophilum	NC_009613.3
96345	Flavobacterium psychrophilum	NC_009613.3
96345	Flavobacterium psychrophilum	NC_009613.3
96345	Flavobacterium psychrophilum	NC_009613.3
96345	Flavobacterium psychrophilum	NC_009613.3
96345	Flavobacterium psychrophilum	NC_009613.3
96345	Flavobacterium psychrophilum	NC_009613.3
96345	Flavobacterium psychrophilum	NC_009613.3
96345	Flavobacterium psychrophilum	NC_009613.3
96345	Flavobacterium psychrophilum	NC_009613.3
851	Fusobacterium nucleatum	NC_003454.1
89053	Gordonia amicalis	
410332	Gordonia malaquae	
410332	Gordonia malaquae	
410332	Gordonia malaquae	
410332	Gordonia malaquae	
410332	Gordonia malaquae	
410332	Gordonia malaquae	
410332	Gordonia malaquae	
945692	Gordonia neofelifaecis	
36823	Gordonia sputi	
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
2055	Gordonia terrae	NZ_CP016594.1
727	Haemophilus influenzae	NC_000907.1
727	Haemophilus influenzae	NC_000907.1
738	[Haemophilus] parasuis	NC_011852.1
51589	Haloarcula hispanica	"NC_015948.1,NC_015943.1"
51589	Haloarcula hispanica	"NC_015948.1,NC_015943.1"
51589	Haloarcula hispanica	"NC_015948.1,NC_015943.1"
51589	Haloarcula hispanica	"NC_015948.1,NC_015943.1"
51589	Haloarcula hispanica	"NC_015948.1,NC_015943.1"
51589	Haloarcula hispanica	"NC_015948.1,NC_015943.1"
51589	Haloarcula hispanica	"NC_015948.1,NC_015943.1"
28442	Haloarcula vallismortis	
64713	Halorubrum coriense	
210	Helicobacter pylori	NC_000915.1
210	Helicobacter pylori	NC_000915.1
210	Helicobacter pylori	NC_000915.1
571	Klebsiella oxytoca	NZ_CP011636.1
571	Klebsiella oxytoca	NZ_CP011636.1
573	Klebsiella pneumoniae	NC_016845.1
573	Klebsiella pneumoniae	NC_016845.1
573	Klebsiella pneumoniae	NC_016845.1
573	Klebsiella pneumoniae	NC_016845.1
573	Klebsiella pneumoniae	NC_016845.1
573	Klebsiella pneumoniae	NC_016845.1
573	Klebsiella pneumoniae	NC_016845.1
573	Klebsiella pneumoniae	NC_016845.1
573	Klebsiella pneumoniae	NC_016845.1
573	Klebsiella pneumoniae	NC_016845.1
573	Klebsiella pneumoniae	NC_016845.1
573	Klebsiella pneumoniae	NC_016845.1
573	Klebsiella pneumoniae	NC_016845.1
573	Klebsiella pneumoniae	NC_016845.1
573	Klebsiella pneumoniae	NC_016845.1
573	Klebsiella pneumoniae	NC_016845.1
573	Klebsiella pneumoniae	NC_016845.1
